"need","the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior; ""we did not understand his motivation""; ""he acted with the best of motives"""
"feeling","the experiencing of affective and emotional states; ""she had a feeling of euphoria""; ""he had terrible feelings of guilt""; ""I disliked him and the feeling was mutual"""
"location","a point or extent in space"
"shape","the spatial arrangement of something as distinct from its substance; ""geometry is the mathematical science of shape"""
"form","the spatial arrangement of something as distinct from its substance; ""geometry is the mathematical science of shape"""
"time","the continuum of experience in which events pass from the future through the present to the past"
"space","the unlimited expanse in which everything is located; ""they tested his ability to locate objects in space"""
"state","the way something is with respect to its main attributes; ""the current state of knowledge""; ""his state of health""; ""in a weak financial state"""
"event","something that happens at a given place and time"
"group","any number of entities (members) considered as a unit"
"grouping","any number of entities (members) considered as a unit"
"possession","anything owned or possessed"
"attribute","an abstraction belonging to or characteristic of an entity"
"relation","an abstraction belonging to or characteristic of two entities or parts together"
"communication","something that is communicated by or to or between people or groups"
"measure","how much there is of something that you can quantify"
"quantity","how much there is of something that you can quantify"
"amount","how much there is of something that you can quantify"
"phenomenon","any state or process known through the senses rather than by intuition or reasoning"
"thing","an action; ""how could you do such a thing?"""
"kindness","a kind act"
"benignity","a kind act"
"achievement","the action of accomplishing something"
"agon","a festivity in ancient Greece at which competitors contended for prizes"
"alienation","the action of alienating; the action of causing to become unfriendly; ""his behavior alienated the other students"""
"beachhead","an initial accomplishment that opens the way for further developments; ""the town became a beachhead in the campaign to ban smoking outdoors""; ""they are presently attempting to gain a foothold in the Russian market"""
"foothold","an initial accomplishment that opens the way for further developments; ""the town became a beachhead in the campaign to ban smoking outdoors""; ""they are presently attempting to gain a foothold in the Russian market"""
"cakewalk","an easy accomplishment; ""winning the tournament was a cakewalk for him""; ""invading Iraq won''t be a cakewalk"""
"deed","a notable achievement; ""he performed a great deed""; ""the book was her finest effort"""
"feat","a notable achievement; ""he performed a great deed""; ""the book was her finest effort"""
"effort","a notable achievement; ""he performed a great deed""; ""the book was her finest effort"""
"exploit","a notable achievement; ""he performed a great deed""; ""the book was her finest effort"""
"masterpiece","an outstanding achievement"
"masterstroke","an achievement demonstrating great skill or mastery"
"credit","used in the phrase `to your credit'' in order to indicate an achievement deserving praise; ""she already had several performances to her credit"";"
"action","something done (usually as opposed to something said); ""there were stories of murders and other unnatural actions"""
"course","a mode of action; ""if you persist in that course you will surely fail""; ""once a nation is embarked on a course of action it becomes extremely difficult for any retraction to take place"""
"interaction","a mutual or reciprocal action; interacting"
"interplay","reciprocal action and reaction"
"contact","close interaction; ""they kept in daily contact""; ""they claimed that they had been in contact with extraterrestrial beings"""
"brush","contact with something dangerous or undesirable; ""I had a brush with danger on my way to work""; ""he tried to avoid any brushes with the police"""
"placement","contact established between applicants and prospective employees; ""the agency provided placement services"""
"interchange","mutual interaction; the activity of interchanging or reciprocating"
"reciprocation","mutual interaction; the activity of interchanging or reciprocating"
"reciprocity","mutual exchange of commercial or other privileges"
"dealings","social or verbal interchange (usually followed by `with'')"
"traffic","social or verbal interchange (usually followed by `with'')"
"relation","(usually plural) mutual dealings or connections among persons or groups; ""international relations"""
"playing","the action of taking part in a game or sport or other recreation"
"play","the act using a sword (or other weapon) vigorously and skillfully"
"swordplay","the act using a sword (or other weapon) vigorously and skillfully"
"boondoggle","work of little or no value done merely to look busy"
"bowling","the playing of a game of tenpins or duckpins etc"
"acquiring","the act of acquiring something; ""I envied his talent for acquiring""; ""he''s much more interested in the getting than in the giving"""
"getting","the act of acquiring something; ""I envied his talent for acquiring""; ""he''s much more interested in the getting than in the giving"""
"causing","the act of causing something to happen"
"causation","the act of causing something to happen"
"delivery","the act of delivering a child"
"departure","act of departing"
"going","act of departing"
"leaving","act of departing"
"discovery","the act of discovering something"
"find","the act of discovering something"
"uncovering","the act of discovering something"
"disposal","the act or means of getting rid of something"
"disposition","the act or means of getting rid of something"
"effectuation","the act of implementing (providing a practical means for accomplishing something); carrying into effect"
"egress","the act of coming (or going) out; becoming apparent"
"egression","the act of coming (or going) out; becoming apparent"
"emergence","the act of coming (or going) out; becoming apparent"
"equalization","the act of making equal or uniform"
"equalisation","the act of making equal or uniform"
"leveling","the act of making equal or uniform"
"exhumation","the act of digging up something (especially a corpse) that has been buried"
"disinterment","the act of digging up something (especially a corpse) that has been buried"
"mitzvah","(Judaism) a good deed performed out of religious duty"
"mitsvah","(Judaism) a good deed performed out of religious duty"
"propulsion","the act of propelling"
"actuation","the act of propelling"
"rally","the feat of mustering strength for a renewed effort; ""he singled to start a rally in the 9th inning""; ""he feared the rallying of their troops for a counterattack"""
"rallying","the feat of mustering strength for a renewed effort; ""he singled to start a rally in the 9th inning""; ""he feared the rallying of their troops for a counterattack"""
"recovery","the act of regaining or saving something lost (or in danger of becoming lost)"
"retrieval","the act of regaining or saving something lost (or in danger of becoming lost)"
"stunt","a difficult or unusual or dangerous feat; usually done to gain attention"
"touch","the act of putting two things together with no space between them; ""at his touch the room filled with lights"""
"touching","the act of putting two things together with no space between them; ""at his touch the room filled with lights"""
"performance","any recognized accomplishment; ""they admired his performance under stress""; ""when Roger Maris powered four home runs in one game his performance merits awe"""
"record","the sum of recognized accomplishments; ""the lawyer has a good record""; ""the track record shows that he will be a good president"""
"going","advancing toward a goal; ""persuading him was easy going""; ""the proposal faces tough sledding"""
"sledding","advancing toward a goal; ""persuading him was easy going""; ""the proposal faces tough sledding"""
"arrival","accomplishment of an objective"
"reaching","accomplishment of an objective"
"arrival","the act of arriving at a certain place; ""they awaited her arrival"""
"attainment","arrival at a new stage; ""his attainment of puberty was delayed by malnutrition"""
"advent","arrival that has been awaited (especially of something momentous); ""the advent of the computer"""
"coming","arrival that has been awaited (especially of something momentous); ""the advent of the computer"""
"entrance","the act of entering; ""she made a grand entrance"""
"entering","the act of entering; ""she made a grand entrance"""
"entry","the act of entering; ""she made a grand entrance"""
"ingress","the act of entering; ""she made a grand entrance"""
"incoming","the act of entering; ""she made a grand entrance"""
"incursion","the act of entering some territory or domain (often in large numbers); ""the incursion of television into the American livingroom"""
"intrusion","entrance by force or without permission or welcome"
"irruption","a sudden violent entrance; a bursting in; ""the recent irruption of bad manners"""
"entree","the act of entering; ""she made a graceful entree into the ballroom"""
"entail","the act of entailing property; the creation of a fee tail from a fee simple"
"registration","the act of enrolling"
"enrollment","the act of enrolling"
"enrolment","the act of enrolling"
"appearance","the act of appearing in public view; ""the rookie made a brief appearance in the first period""; ""it was Bernhardt''s last appearance in America"""
"apparition","an act of appearing or becoming visible unexpectedly; ""natives were amazed at the apparition of this white stanger"""
"emergence","the act of emerging"
"emersion","the act of emerging"
"reappearance","the act of someone appearing again; ""his reappearance as Hamlet has been long awaited"""
"return","the act of someone appearing again; ""his reappearance as Hamlet has been long awaited"""
"comeback","return by a celebrity to some previously successful activity"
"return","a coming to or returning home; ""on his return from Australia we gave him a welcoming party"""
"homecoming","a coming to or returning home; ""on his return from Australia we gave him a welcoming party"""
"repatriation","the act of returning to the country of origin"
"penetration","the act of entering into or through something; ""the penetration of upper management by women"""
"permeation","mutual penetration; diffusion of each through the other"
"anchorage","the act of anchoring"
"docking","the act of securing an arriving vessel with ropes"
"moorage","the act of securing an arriving vessel with ropes"
"landing","the act of coming to land after a voyage"
"landing","the act of coming down to the earth (or other surface); ""the plane made a smooth landing""; ""his landing on his feet was catlike"""
"farewell","the act of departing politely; ""he disliked long farewells""; ""he took his leave""; ""parting is such sweet sorrow"""
"leave","the act of departing politely; ""he disliked long farewells""; ""he took his leave""; ""parting is such sweet sorrow"""
"parting","the act of departing politely; ""he disliked long farewells""; ""he took his leave""; ""parting is such sweet sorrow"""
"valediction","the act of saying farewell"
"disappearance","the act of leaving secretly or without explanation"
"disappearing","the act of leaving secretly or without explanation"
"vanishing","suddenly disappearing from sight"
"withdrawal","the act of withdrawing"
"effacement","withdrawing into the background; making yourself inconspicuous"
"retirement","withdrawal for prayer and study and meditation; ""a religious retreat"""
"retreat","withdrawal for prayer and study and meditation; ""a religious retreat"""
"evacuation","the act of evacuating; leaving a place in an orderly fashion; especially for protection"
"medevac","the evacuation of persons (usually be air transportation) to a place where they can recieve medical care"
"medivac","the evacuation of persons (usually be air transportation) to a place where they can recieve medical care"
"decampment","breaking camp"
"desertion","withdrawing support or help despite allegiance or responsibility; ""his abandonment of his wife and children left them penniless"""
"abandonment","withdrawing support or help despite allegiance or responsibility; ""his abandonment of his wife and children left them penniless"""
"defection","withdrawing support or help despite allegiance or responsibility; ""his abandonment of his wife and children left them penniless"""
"abscondment","the act of running away secretly (as to avoid arrest)"
"decampment","the act of running away secretly (as to avoid arrest)"
"deviationism","ideological defection from the party line (especially from orthodox communism)"
"emigration","migration from a place (especially migration from your native country in order to settle in another)"
"expatriation","migration from a place (especially migration from your native country in order to settle in another)"
"immigration","migration into a place (especially migration to a country of which you are not a native in order to settle there)"
"aliyah","(Judaism) immigration of Jews to Israel; ""students making aliyah"""
"pullback","(military) the act of pulling back (especially an orderly withdrawal of troops); ""the pullback is expected to be over 25,000 troops"""
"retreat","(military) withdrawal of troops to a more favorable position to escape the enemy''s superior forces or after a defeat; ""the disorderly retreat of French troops"""
"standdown","(military) a temporary stop of offensive military action"
"disengagement","to break off a military action with an enemy"
"fallback","to break off a military action with an enemy"
"pullout","to break off a military action with an enemy"
"receding","the act of becoming more distant"
"recession","the act of becoming more distant"
"sailing","the departure of a vessel from a port"
"debarkation","the act of passengers and crew getting off of a ship or aircraft"
"disembarkment","the act of passengers and crew getting off of a ship or aircraft"
"boarding","the act of passengers and crew getting aboard a ship or aircraft"
"embarkation","the act of passengers and crew getting aboard a ship or aircraft"
"embarkment","the act of passengers and crew getting aboard a ship or aircraft"
"exit","the act of going out"
"elopement","the act of running away with a lover (usually to get married)"
"escape","the act of escaping physically; ""he made his escape from the mental hospital""; ""the canary escaped from its cage""; ""his flight was an indication of his guilt"""
"flight","the act of escaping physically; ""he made his escape from the mental hospital""; ""the canary escaped from its cage""; ""his flight was an indication of his guilt"""
"evasion","the act of physically escaping from something (an opponent or a pursuer or an unpleasant situation) by some adroit maneuver"
"slip","the act of avoiding capture (especially by cunning)"
"elusion","the act of avoiding capture (especially by cunning)"
"eluding","the act of avoiding capture (especially by cunning)"
"maneuver","an action aimed at evading an opponent"
"manoeuvre","an action aimed at evading an opponent"
"clinch","(boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily"
"dodge","a quick evasive movement"
"break","an escape from jail; ""the breakout was carefully planned"""
"breakout","an escape from jail; ""the breakout was carefully planned"""
"jailbreak","an escape from jail; ""the breakout was carefully planned"""
"gaolbreak","an escape from jail; ""the breakout was carefully planned"""
"prisonbreak","an escape from jail; ""the breakout was carefully planned"""
"getaway","a rapid escape (as by criminals); ""the thieves made a clean getaway""; ""after the expose he had to take it on the lam"""
"exodus","a journey by a large group to escape from a hostile environment"
"hegira","a journey by a large group to escape from a hostile environment"
"hejira","a journey by a large group to escape from a hostile environment"
"Hegira","the flight of Muhammad from Mecca to Medina in 622 which marked the beginning of the Muslim era; the Muslim calendar begins in that year"
"Hejira","the flight of Muhammad from Mecca to Medina in 622 which marked the beginning of the Muslim era; the Muslim calendar begins in that year"
"squeak","something achieved (or escaped) by a narrow margin"
"squeaker","something achieved (or escaped) by a narrow margin"
"surfacing","emerging to the surface and becoming apparent"
"dispatch","the act of sending off something"
"despatch","the act of sending off something"
"shipment","the act of sending off something"
"reshipment","the act of shipping again (especially by transferring to another ship)"
"consummation","the act of bringing to completion or fruition"
"consummation","the completion of marriage by sexual intercourse"
"realization","something that is made real or concrete; ""the victory was the realization of a whole year''s work"""
"realisation","something that is made real or concrete; ""the victory was the realization of a whole year''s work"""
"fruition","something that is made real or concrete; ""the victory was the realization of a whole year''s work"""
"orgasm","the moment of most intense pleasure in sexual intercourse"
"climax","the moment of most intense pleasure in sexual intercourse"
"coming","the moment of most intense pleasure in sexual intercourse"
"fulfillment","the act of consummating something (a desire or promise etc)"
"fulfilment","the act of consummating something (a desire or promise etc)"
"attainment","the act of achieving an aim; ""the attainment of independence"""
"record","an extreme attainment; the best (or worst) performance ever attested (as in a sport); ""he tied the Olympic record""; ""coffee production last year broke all previous records""; ""Chicago set the homicide record"""
"success","an attainment that is successful; ""his success in the marathon was unexpected""; ""his new play was a great success"""
"winning","succeeding with great difficulty; ""winning is not everything"""
"blockbuster","an unsually successful hit with widespread popularity and huge sales (especially a movie or play or recording or novel)"
"megahit","an unsually successful hit with widespread popularity and huge sales (especially a movie or play or recording or novel)"
"sleeper","an unexpected hit; ""that movie was the sleeper of the summer"""
"smash","a conspicuous success; ""that song was his first hit and marked the beginning of his career""; ""that new Broadway show is a real smasher""; ""the party went with a bang"""
"smasher","a conspicuous success; ""that song was his first hit and marked the beginning of his career""; ""that new Broadway show is a real smasher""; ""the party went with a bang"""
"strike","a conspicuous success; ""that song was his first hit and marked the beginning of his career""; ""that new Broadway show is a real smasher""; ""the party went with a bang"""
"bang","a conspicuous success; ""that song was his first hit and marked the beginning of his career""; ""that new Broadway show is a real smasher""; ""the party went with a bang"""
"mark","something that exactly succeeds in achieving its goal; ""the new advertising campaign was a bell ringer""; ""scored a bull''s eye""; ""hit the mark""; ""the president''s speech was a home run"""
"ennoblement","the act of raising someone to the nobility"
"conquest","success in mastering something difficult; ""the conquest of space"""
"coup","a brilliant and notable success"
"passing","success in satisfying a test or requirement; ""his future depended on his passing that test""; ""he got a pass in introductory chemistry"""
"pass","success in satisfying a test or requirement; ""his future depended on his passing that test""; ""he got a pass in introductory chemistry"""
"qualifying","success in satisfying a test or requirement; ""his future depended on his passing that test""; ""he got a pass in introductory chemistry"""
"credit","recognition by a college or university that a course of studies has been successfully completed; typically measured in semester hours"
"failure","an unexpected omission; ""he resented my failure to return his call""; ""the mechanic''s failure to check the brakes"""
"failure","an act that fails; ""his failure to pass the test"""
"failing","failure to reach a minimum required performance; ""his failing the course led to his disqualification"""
"naught","complete failure; ""all my efforts led to naught"""
"default","loss due to not showing up; ""he lost the game by default"""
"loss","the act of losing; ""everyone expected him to win so his loss was a shock"""
"capitulation","the act of surrendering (under agreed conditions); ""they were protected until the capitulation of the fort"""
"fall","the act of surrendering (under agreed conditions); ""they were protected until the capitulation of the fort"""
"surrender","the act of surrendering (under agreed conditions); ""they were protected until the capitulation of the fort"""
"frustration","an act of hindering someone''s plans or efforts"
"thwarting","an act of hindering someone''s plans or efforts"
"foiling","an act of hindering someone''s plans or efforts"
"overturn","an improbable and unexpected victory; ""the biggest upset since David beat Goliath"""
"upset","an improbable and unexpected victory; ""the biggest upset since David beat Goliath"""
"backsliding","a failure to maintain a higher state"
"lapse","a failure to maintain a higher state"
"lapsing","a failure to maintain a higher state"
"relapse","a failure to maintain a higher state"
"relapsing","a failure to maintain a higher state"
"reversion","a failure to maintain a higher state"
"reverting","a failure to maintain a higher state"
"recidivism","habitual relapse into crime"
"breach","a failure to perform some promised act or obligation"
"copout","a failure to face some difficulty squarely"
"leaning","the act of deviating from a vertical position"
"motivation","the act of motivating; providing incentive"
"motivating","the act of motivating; providing incentive"
"mistake","a wrong action attributable to bad judgment or ignorance or inattention; ""he made a bad mistake""; ""she was quick to point out my errors""; ""I could understand his English in spite of his grammatical faults"""
"error","a wrong action attributable to bad judgment or ignorance or inattention; ""he made a bad mistake""; ""she was quick to point out my errors""; ""I could understand his English in spite of his grammatical faults"""
"fault","a wrong action attributable to bad judgment or ignorance or inattention; ""he made a bad mistake""; ""she was quick to point out my errors""; ""I could understand his English in spite of his grammatical faults"""
"footfault","a fault that occurs when the server in tennis fails to keep both feet behind the baseline"
"error","(baseball) a failure of a defensive player to make an out when normal play would have sufficed"
"misplay","(baseball) a failure of a defensive player to make an out when normal play would have sufficed"
"blot","an act that brings discredit to the person who does it; ""he made a huge blot on his copybook"""
"smear","an act that brings discredit to the person who does it; ""he made a huge blot on his copybook"""
"smirch","an act that brings discredit to the person who does it; ""he made a huge blot on his copybook"""
"spot","an act that brings discredit to the person who does it; ""he made a huge blot on his copybook"""
"stain","an act that brings discredit to the person who does it; ""he made a huge blot on his copybook"""
"confusion","a mistake that results from taking one thing to be another; ""he changed his name in order to avoid confusion with the notorious outlaw"""
"incursion","the mistake of incurring liability or blame"
"misreckoning","a mistake in calculating"
"misestimation","a mistake in calculating"
"backfire","a miscalculation that recoils on its maker"
"boomerang","a miscalculation that recoils on its maker"
"rounding","(mathematics) a miscalculation that results from rounding off numbers to a convenient number of decimals; ""taxes are rounded off to the nearest dollar but the rounding error is surprisingly small"""
"distortion","the mistake of misrepresenting the facts"
"slip","a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc."
"miscue","a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc."
"parapraxis","a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc."
"oversight","a mistake resulting from inattention"
"lapse","a mistake resulting from inattention"
"omission","a mistake resulting from neglect"
"skip","a mistake resulting from neglect"
"blunder","an embarrassing mistake"
"blooper","an embarrassing mistake"
"bloomer","an embarrassing mistake"
"bungle","an embarrassing mistake"
"fuckup","an embarrassing mistake"
"flub","an embarrassing mistake"
"botch","an embarrassing mistake"
"boner","an embarrassing mistake"
"snafu","an acronym often used by soldiers in World War II: situation normal all fucked up"
"spectacle","a blunder that makes you look ridiculous; used in the phrase `make a spectacle of'' yourself"
"ballup","something badly botched or muddled"
"cockup","something badly botched or muddled"
"bull","a serious and ludicrous blunder; ""he made a bad bull of the assignment"""
"fumble","(sports) dropping the ball"
"muff","(sports) dropping the ball"
"fluff","a blunder (especially an actor''s forgetting the lines)"
"gaffe","a socially awkward or tactless act"
"solecism","a socially awkward or tactless act"
"slip","a socially awkward or tactless act"
"gaucherie","a socially awkward or tactless act"
"howler","a glaring blunder"
"clanger","a conspicuous mistake whose effects seem to reverberate; ""he dropped a clanger"""
"trip","an unintentional but embarrassing blunder; ""he recited the whole poem without a single trip""; ""he arranged his robes to avoid a trip-up later""; ""confusion caused his unfortunate misstep"""
"stumble","an unintentional but embarrassing blunder; ""he recited the whole poem without a single trip""; ""he arranged his robes to avoid a trip-up later""; ""confusion caused his unfortunate misstep"""
"misstep","an unintentional but embarrassing blunder; ""he recited the whole poem without a single trip""; ""he arranged his robes to avoid a trip-up later""; ""confusion caused his unfortunate misstep"""
"spill","a sudden drop from an upright position; ""he had a nasty spill on the ice"""
"tumble","a sudden drop from an upright position; ""he had a nasty spill on the ice"""
"fall","a sudden drop from an upright position; ""he had a nasty spill on the ice"""
"wipeout","a spill in some sport (as a fall from a bicycle or while skiing or being capsized on a surfboard)"
"acquisition","the act of contracting or assuming or acquiring possession of something; ""the acquisition of wealth""; ""the acquisition of one company by another"""
"obtainment","the act of obtaining"
"obtention","the act of obtaining"
"catching","becoming infected; ""catching cold is sometimes unavoidable""; ""the contracting of a serious illness can be financially catastrophic"""
"contracting","becoming infected; ""catching cold is sometimes unavoidable""; ""the contracting of a serious illness can be financially catastrophic"""
"incurring","acquiring or coming into something (usually undesirable); ""incurring debts is easier than paying them"""
"moneymaking","the act of making money (and accumulating wealth)"
"annexation","the formal act of acquiring something (especially territory) by conquest or occupation; ""the French annexation of Madagascar as a colony in 1896""; ""a protectorate has frequently been a first step to annexation"""
"purchase","the acquisition of something for payment; ""they closed the purchase with a handshake"""
"redemption","the act of purchasing back something previously sold"
"repurchase","the act of purchasing back something previously sold"
"buyback","the act of purchasing back something previously sold"
"trading","buying or selling securities or commodities"
"call","the option to buy a given stock (or stock index or commodity future) at a given price before a given date"
"straddle","the option to buy or sell a given stock (or stock index or commodity future) at a given price before a given date; consists of an equal number of put and call options"
"buying","the act of buying; ""buying and selling fill their days""; ""shrewd purchasing requires considerable knowledge"""
"purchasing","the act of buying; ""buying and selling fill their days""; ""shrewd purchasing requires considerable knowledge"""
"shopping","searching for or buying goods or services; ""went shopping for a reliable plumber""; ""does her shopping at the mall rather than down town"""
"marketing","shopping at a market; ""does the weekly marketing at the supermarket"""
"viatication","purchasing insurance policies for cash from terminally ill policy holders"
"viaticus","purchasing insurance policies for cash from terminally ill policy holders"
"acceptance","the act of taking something that is offered; ""her acceptance of the gift encouraged him""; ""he anticipated their acceptance of his offer"""
"succession","acquisition of property by descent or by will"
"assumption","the act of taking possession of or power over something; ""his assumption of office coincided with the trouble in Cuba""; ""the Nazi assumption of power in 1934""; ""he acquired all the company''s assets for ten million dollars and the assumption of the compan"
"assumption","the act of assuming or taking for granted; ""your assumption that I would agree was unwarranted"""
"position","the act of positing; an assumption taken as a postulate or axiom"
"inheritance","hereditary succession to a title or an office or property"
"heritage","hereditary succession to a title or an office or property"
"procurement","the act of getting possession of something; ""he was responsible for the procurement of materials and supplies"""
"procurance","the act of getting possession of something; ""he was responsible for the procurement of materials and supplies"""
"procural","the act of getting possession of something; ""he was responsible for the procurement of materials and supplies"""
"appropriation","a deliberate act of acquisition"
"borrowing","the appropriation (of ideas or words etc) from another source; ""the borrowing of ancient motifs was very apparent"""
"adoption","the appropriation (of ideas or words etc) from another source; ""the borrowing of ancient motifs was very apparent"""
"preemption","a prior appropriation of something; ""the preemption of bandwidth by commercial interests"""
"seizure","the taking possession of something by legal process"
"usurpation","wrongfully seizing and holding (an office or powers) by force (especially the seizure of a throne or supreme authority); ""a succession of generals who ruled by usurpation"""
"confiscation","seizure by the government"
"arrogation","seizure by the government"
"distress","the seizure and holding of property as security for payment of a debt or satisfaction of a claim; ""Originally distress was a landloard''s remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord''s lien"""
"distraint","the seizure and holding of property as security for payment of a debt or satisfaction of a claim; ""Originally distress was a landloard''s remedy against a tenant for unpaid rents or property damage but now the landlord is given a landlord''s lien"""
"expropriation","taking out of an owner''s hands (especially taking property by public authority)"
"impoundment","placing private property in the custody of an officer of the law"
"impounding","placing private property in the custody of an officer of the law"
"internment","placing private property in the custody of an officer of the law"
"poundage","placing private property in the custody of an officer of the law"
"impress","the act of coercing someone into government service"
"impressment","the act of coercing someone into government service"
"occupation","the act of occupying or taking possession of a building; ""occupation of a building without a certificate of occupancy is illegal"""
"occupancy","the act of occupying or taking possession of a building; ""occupation of a building without a certificate of occupancy is illegal"""
"preoccupancy","the act of taking occupancy before someone else does"
"preoccupation","the act of taking occupancy before someone else does"
"sequestration","seizing property that belongs to someone else and holding it until profits pay the demand for which it was seized"
"requisition","seizing property that belongs to someone else and holding it until profits pay the demand for which it was seized"
"grant","the act of providing a subsidy"
"subsidization","the act of providing a subsidy"
"subsidisation","the act of providing a subsidy"
"award","a grant made by a law court; ""he criticized the awarding of compensation by the court"""
"awarding","a grant made by a law court; ""he criticized the awarding of compensation by the court"""
"addiction","(Roman law) a formal award by a court sentence of a thing or person to another (as of a debtor to his creditor); a surrender to a master; ""under Roman law addiction was the justification for slavery"""
"capture","the act of forcibly dispossessing an owner of property"
"seizure","the act of forcibly dispossessing an owner of property"
"apprehension","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar"""
"arrest","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar"""
"catch","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar"""
"collar","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar"""
"pinch","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar"""
"conquest","the act of conquering"
"conquering","the act of conquering"
"subjection","the act of conquering"
"subjugation","the act of conquering"
"enslavement","the act of making slaves of your captives"
"restitution","getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing"""
"return","getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing"""
"restoration","getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing"""
"regaining","getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing"""
"clawback","finding a way to take money back from people that they were given in another way; ""the Treasury will find some clawback for the extra benefits members received"""
"repossession","the action of regaining possession (especially the seizure of collateral securing a loan that is in default)"
"foreclosure","the legal proceedings initiated by a creditor to repossess the collateral for loan that is in default"
"reception","the act of receiving"
"receipt","the act of receiving"
"appointment","(law) the act of disposing of property by virtue of the power of appointment; ""she allocated part of the trust to her church by appointment"""
"giving","disposing of property by voluntary transfer without receiving value in return; ""the alumni followed a program of annual giving"""
"abandonment","the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away"
"discard","getting rid something that is regarded as useless or undesirable"
"staging","getting rid of a stage of a multistage rocket"
"discard","(cards) the act of throwing out a useless card or to failing to follow suit"
"minesweeping","the activity of detecting and disposing of marine mines"
"auction","the public sale of something to the highest bidder"
"vendue","the public sale of something to the highest bidder"
"bootlegging","the act of making of transporting alcoholic liquor for sale illegally; ""the Prohibition amendment made bootlegging profitable"""
"bootlegging","the act of selling illegally or without permission; ""the bootlegging of video tapes is common in the Orient"""
"reclamation","the recovery of useful substances from waste products"
"rescue","recovery or preservation from loss or danger; ""work is the deliverance of mankind""; ""a surgeon''s job is the saving of lives"""
"deliverance","recovery or preservation from loss or danger; ""work is the deliverance of mankind""; ""a surgeon''s job is the saving of lives"""
"delivery","recovery or preservation from loss or danger; ""work is the deliverance of mankind""; ""a surgeon''s job is the saving of lives"""
"saving","recovery or preservation from loss or danger; ""work is the deliverance of mankind""; ""a surgeon''s job is the saving of lives"""
